,Sentiment,Text Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_stemmed
364,negative,kan udah bilang di mata najwa metro tv tanya aja sendiri ke bapak anis kok fitnah,"['kan', 'udah', 'bilang', 'di', 'mata', 'najwa', 'metro', 'tv', 'tanya', 'aja', 'sendiri', 'ke', 'bapak', 'anis', 'kok', 'fitnah']",<FreqDist with 16 samples and 16 outcomes>,"['najwa', 'metro', 'tv', 'anis', 'fitnah']","['najwa', 'metro', 'tv', 'anis', 'fitnah']"
365,negative,kenapa mui tidak mengeluarkan fatwa haram korupsi rasanya harus undang jg para petinggi mui di mata najwa,"['kenapa', 'mui', 'tidak', 'mengeluarkan', 'fatwa', 'haram', 'korupsi', 'rasanya', 'harus', 'undang', 'jg', 'para', 'petinggi', 'mui', 'di', 'mata', 'najwa']",<FreqDist with 16 samples and 17 outcomes>,"['mui', 'mengeluarkan', 'fatwa', 'haram', 'korupsi', 'undang', 'petinggi', 'mui', 'najwa']","['mui', 'mengeluarkan', 'fatwa', 'haram', 'korupsi', 'undang', 'petinggi', 'mui', 'najwa']"
366,negative,bravo mata najwa debat pilgub dki kali ini garingkalah sama matanajwa yg mampu menggali lbh dalam tv,"['bravo', 'mata', 'najwa', 'debat', 'pilgub', 'dki', 'kali', 'ini', 'garingkalah', 'sama', 'matanajwa', 'yg', 'mampu', 'menggali', 'lbh', 'dalam', 'tv']",<FreqDist with 17 samples and 17 outcomes>,"['bravo', 'najwa', 'debat', 'pilgub', 'dki', 'garingkalah', 'matanajwa', 'menggali', 'tv']","['bravo', 'najwa', 'debat', 'pilgub', 'dki', 'garingkalah', 'matanajwa', 'menggali', 'tv']"
367,negative,kasihan pas debat mata najwa di metrotv aja pak basuki sudah hampir nangis ga kebayang kemarin debat lagi,"['kasihan', 'pas', 'debat', 'mata', 'najwa', 'di', 'metrotv', 'aja', 'pak', 'basuki', 'sudah', 'hampir', 'nangis', 'ga', 'kebayang', 'kemarin', 'debat', 'lagi']",<FreqDist with 17 samples and 18 outcomes>,"['kasihan', 'pas', 'debat', 'najwa', 'metrotv', 'basuki', 'nangis', 'kebayang', 'kemarin', 'debat']","['kasihan', 'pas', 'debat', 'najwa', 'metrotv', 'basuki', 'nangis', 'kebayang', 'kemarin', 'debat']"
368,negative,setelah acara di mata najwa kasihan pak anies jd bulanan di medsos untuk dihujat,"['setelah', 'acara', 'di', 'mata', 'najwa', 'kasihan', 'pak', 'anies', 'jd', 'bulanan', 'di', 'medsos', 'untuk', 'dihujat']",<FreqDist with 13 samples and 14 outcomes>,"['acara', 'najwa', 'kasihan', 'anies', 'bulanan', 'medsos', 'dihujat']","['acara', 'najwa', 'kasihan', 'anies', 'bulanan', 'medsos', 'dihujat']"
369,negative,nyetel metro tv mata najwa debat kemaren bikin kesel masalah rumah coba cek skrg msh ada ga itu rumah di webnya,"['nyetel', 'metro', 'tv', 'mata', 'najwa', 'debat', 'kemaren', 'bikin', 'kesel', 'masalah', 'rumah', 'coba', 'cek', 'skrg', 'msh', 'ada', 'ga', 'itu', 'rumah', 'di', 'webnya']",<FreqDist with 20 samples and 21 outcomes>,"['nyetel', 'metro', 'tv', 'najwa', 'debat', 'kemaren', 'kesel', 'rumah', 'coba', 'cek', 'rumah', 'webnya']","['nyetel', 'metro', 'tv', 'najwa', 'debat', 'kemaren', 'kesel', 'rumah', 'coba', 'cek', 'rumah', 'webnya']"
370,negative,waktu awal sandi muncul sbg cawagub di metro tv dlm acara mata najwa pak sandi sdh berbohong,"['waktu', 'awal', 'sandi', 'muncul', 'sbg', 'cawagub', 'di', 'metro', 'tv', 'dlm', 'acara', 'mata', 'najwa', 'pak', 'sandi', 'sdh', 'berbohong']",<FreqDist with 16 samples and 17 outcomes>,"['sandi', 'muncul', 'cawagub', 'metro', 'tv', 'acara', 'najwa', 'sandi', 'berbohong']","['sandi', 'muncul', 'cawagub', 'metro', 'tv', 'acara', 'najwa', 'sandi', 'berbohong']"
371,negative,ini kesaksian mengejutkan pendukung anies yang merasa tertipu di acara mata najwa menipu tv,"['ini', 'kesaksian', 'mengejutkan', 'pendukung', 'anies', 'yang', 'merasa', 'tertipu', 'di', 'acara', 'mata', 'najwa', 'menipu', 'tv']",<FreqDist with 14 samples and 14 outcomes>,"['kesaksian', 'mengejutkan', 'pendukung', 'anies', 'tertipu', 'acara', 'najwa', 'menipu', 'tv']","['kesaksian', 'mengejutkan', 'pendukung', 'anies', 'tertipu', 'acara', 'najwa', 'menipu', 'tv']"
372,negative,di kandang ahok metro tv dan mata najwa mereka bagaikan sampah yg berserakan anies pilihanku pasti,"['di', 'kandang', 'ahok', 'metro', 'tv', 'dan', 'mata', 'najwa', 'mereka', 'bagaikan', 'sampah', 'yg', 'berserakan', 'anies', 'pilihanku', 'pasti']",<FreqDist with 16 samples and 16 outcomes>,"['kandang', 'ahok', 'metro', 'tv', 'najwa', 'sampah', 'berserakan', 'anies', 'pilihanku']","['kandang', 'ahok', 'metro', 'tv', 'najwa', 'sampah', 'berserakan', 'anies', 'pilihanku']"
373,negative,katanya boikot metrotv tp kok ngintip mata najwa,"['katanya', 'boikot', 'metrotv', 'tp', 'kok', 'ngintip', 'mata', 'najwa']",<FreqDist with 8 samples and 8 outcomes>,"['boikot', 'metrotv', 'ngintip', 'najwa']","['boikot', 'metrotv', 'ngintip', 'najwa']"
374,negative,malas lihat anies bawa sial aja ini orang lebih baik lihat ahok aja di mata najwa,"['malas', 'lihat', 'anies', 'bawa', 'sial', 'aja', 'ini', 'orang', 'lebih', 'baik', 'lihat', 'ahok', 'aja', 'di', 'mata', 'najwa']",<FreqDist with 14 samples and 16 outcomes>,"['malas', 'anies', 'bawa', 'sial', 'ahok', 'najwa']","['malas', 'anies', 'bawa', 'sial', 'ahok', 'najwa']"
375,negative,nonton mata najwa tv gw liat anies ngomong bikin ngantuk,"['nonton', 'mata', 'najwa', 'tv', 'gw', 'liat', 'anies', 'ngomong', 'bikin', 'ngantuk']",<FreqDist with 10 samples and 10 outcomes>,"['nonton', 'najwa', 'tv', 'liat', 'anies', 'ngomong', 'ngantuk']","['nonton', 'najwa', 'tv', 'liat', 'anies', 'ngomong', 'ngantuk']"
376,negative,mata najwa selalu menuduh menjelekan lawan memfonis lawan,"['mata', 'najwa', 'selalu', 'menuduh', 'menjelekan', 'lawan', 'memfonis', 'lawan']",<FreqDist with 7 samples and 8 outcomes>,"['najwa', 'menuduh', 'menjelekan', 'lawan', 'memfonis', 'lawan']","['najwa', 'menuduh', 'menjelekan', 'lawan', 'memfonis', 'lawan']"
377,negative,liat mata najwa tv males diskusi btp sama ga imbang salah satunya jualan mimpi,"['liat', 'mata', 'najwa', 'tv', 'males', 'diskusi', 'btp', 'sama', 'ga', 'imbang', 'salah', 'satunya', 'jualan', 'mimpi']",<FreqDist with 14 samples and 14 outcomes>,"['liat', 'najwa', 'tv', 'males', 'diskusi', 'btp', 'imbang', 'salah', 'satunya', 'jualan', 'mimpi']","['liat', 'najwa', 'tv', 'males', 'diskusi', 'btp', 'imbang', 'salah', 'satunya', 'jualan', 'mimpi']"
378,negative,kayaknya mata najwa mengadu domba kedua cagub di putaran pilkada dki nih,"['kayaknya', 'mata', 'najwa', 'mengadu', 'domba', 'kedua', 'cagub', 'di', 'putaran', 'pilkada', 'dki', 'nih']",<FreqDist with 12 samples and 12 outcomes>,"['kayaknya', 'najwa', 'mengadu', 'domba', 'cagub', 'putaran', 'pilkada', 'dki']","['kayaknya', 'najwa', 'mengadu', 'domba', 'cagub', 'putaran', 'pilkada', 'dki']"
379,negative,gak mungkin saya di penjara saksinya aja palsu kok kata pak ahok,"['gak', 'mungkin', 'saya', 'di', 'penjara', 'saksinya', 'aja', 'palsu', 'kok', 'kata', 'pak', 'ahok']",<FreqDist with 12 samples and 12 outcomes>,"['penjara', 'saksinya', 'palsu', 'ahok']","['penjara', 'saksinya', 'palsu', 'ahok']"
380,negative,pak anis pak anis rekaman thn lalu msh disimpan loh sm metrotv gak malu ya nelen ludah sendri,"['pak', 'anis', 'pak', 'anis', 'rekaman', 'thn', 'lalu', 'msh', 'disimpan', 'loh', 'sm', 'metrotv', 'gak', 'malu', 'ya', 'nelen', 'ludah', 'sendri']",<FreqDist with 16 samples and 18 outcomes>,"['anis', 'anis', 'rekaman', 'thn', 'disimpan', 'sm', 'metrotv', 'malu', 'nelen', 'ludah', 'sendri']","['anis', 'anis', 'rekaman', 'thn', 'disimpan', 'sm', 'metrotv', 'malu', 'nelen', 'ludah', 'sendri']"
381,negative,sebagus apapun sistem ketika yang menjalankan orang yg tidak baik maka jadilah sistem itu tidak baik pula,"['sebagus', 'apapun', 'sistem', 'ketika', 'yang', 'menjalankan', 'orang', 'yg', 'tidak', 'baik', 'maka', 'jadilah', 'sistem', 'itu', 'tidak', 'baik', 'pula']",<FreqDist with 14 samples and 17 outcomes>,"['sebagus', 'apapun', 'sistem', 'menjalankan', 'sistem']","['sebagus', 'apapun', 'sistem', 'menjalankan', 'sistem']"
382,negative,ridwan bae tai tampang aja udah ngeselin ayo mbk nana bully trus si bae,"['ridwan', 'bae', 'tai', 'tampang', 'aja', 'udah', 'ngeselin', 'ayo', 'mbk', 'nana', 'bully', 'trus', 'si', 'bae']",<FreqDist with 13 samples and 14 outcomes>,"['ridwan', 'bae', 'tai', 'tampang', 'ngeselin', 'ayo', 'mbk', 'nana', 'bully', 'bae']","['ridwan', 'bae', 'tai', 'tampang', 'ngeselin', 'ayo', 'mbk', 'nana', 'bully', 'bae']"
383,negative,miris liat pengaturan skor di sepakbola indonesia,"['miris', 'liat', 'pengaturan', 'skor', 'di', 'sepakbola', 'indonesia']",<FreqDist with 7 samples and 7 outcomes>,"['miris', 'liat', 'pengaturan', 'skor', 'sepakbola', 'indonesia']","['miris', 'liat', 'pengaturan', 'skor', 'sepakbola', 'indonesia']"
384,negative,dahulu pemuda berperang melawan penjajah sekarang pemuda melawan kebiasaan buruk yang tak kunjung berubah,"['dahulu', 'pemuda', 'berperang', 'melawan', 'penjajah', 'sekarang', 'pemuda', 'melawan', 'kebiasaan', 'buruk', 'yang', 'tak', 'kunjung', 'berubah']",<FreqDist with 12 samples and 14 outcomes>,"['pemuda', 'berperang', 'melawan', 'penjajah', 'pemuda', 'melawan', 'kebiasaan', 'buruk', 'kunjung', 'berubah']","['pemuda', 'berperang', 'melawan', 'penjajah', 'pemuda', 'melawan', 'kebiasaan', 'buruk', 'kunjung', 'berubah']"
385,negative,pasrah pak haha tai,"['pasrah', 'pak', 'haha', 'tai']",<FreqDist with 4 samples and 4 outcomes>,"['pasrah', 'tai']","['pasrah', 'tai']"
386,negative,lo bilang kita ga punya kerjan ya,"['lo', 'bilang', 'kita', 'ga', 'punya', 'kerjan', 'ya']",<FreqDist with 7 samples and 7 outcomes>,['kerjan'],['kerjan']
387,negative,pssi tempat pelacur diri sudah tak punya hati nurani memalukan,"['pssi', 'tempat', 'pelacur', 'diri', 'sudah', 'tak', 'punya', 'hati', 'nurani', 'memalukan']",<FreqDist with 10 samples and 10 outcomes>,"['pssi', 'pelacur', 'hati', 'nurani', 'memalukan']","['pssi', 'pelacur', 'hati', 'nurani', 'memalukan']"
388,negative,jembatan comal masih blm jadi akibatya padat merayap,"['jembatan', 'comal', 'masih', 'blm', 'jadi', 'akibatya', 'padat', 'merayap']",<FreqDist with 8 samples and 8 outcomes>,"['jembatan', 'comal', 'akibatya', 'padat', 'merayap']","['jembatan', 'comal', 'akibatya', 'padat', 'merayap']"
389,negative,bagaimana penegak melanggar hukum kita tidak membayar seragam mereka hanya untuk menegakkan hukum rimba,"['bagaimana', 'penegak', 'melanggar', 'hukum', 'kita', 'tidak', 'membayar', 'seragam', 'mereka', 'hanya', 'untuk', 'menegakkan', 'hukum', 'rimba']",<FreqDist with 13 samples and 14 outcomes>,"['penegak', 'melanggar', 'hukum', 'membayar', 'seragam', 'menegakkan', 'hukum', 'rimba']","['penegak', 'melanggar', 'hukum', 'membayar', 'seragam', 'menegakkan', 'hukum', 'rimba']"
390,negative,pak wapresnya diketawain mulu bajusama staff hotel celana robek,"['pak', 'wapresnya', 'diketawain', 'mulu', 'bajusama', 'staff', 'hotel', 'celana', 'robek']",<FreqDist with 9 samples and 9 outcomes>,"['wapresnya', 'diketawain', 'mulu', 'bajusama', 'staff', 'hotel', 'celana', 'robek']","['wapresnya', 'diketawain', 'mulu', 'bajusama', 'staff', 'hotel', 'celana', 'robek']"
391,negative,rt pemimpin itu mendongrak keadaan bukan mengokohkan materi,"['rt', 'pemimpin', 'itu', 'mendongrak', 'keadaan', 'bukan', 'mengokohkan', 'materi']",<FreqDist with 8 samples and 8 outcomes>,"['pemimpin', 'mendongrak', 'mengokohkan', 'materi']","['pemimpin', 'mendongrak', 'mengokohkan', 'materi']"
392,negative,tdk cukup dg menonton saja km harus masuk kedalamnya untuk melakukan perubahan ahok matanajwametrotv,"['tdk', 'cukup', 'dg', 'menonton', 'saja', 'km', 'harus', 'masuk', 'kedalamnya', 'untuk', 'melakukan', 'perubahan', 'ahok', 'matanajwametrotv']",<FreqDist with 14 samples and 14 outcomes>,"['menonton', 'kedalamnya', 'perubahan', 'ahok', 'matanajwametrotv']","['menonton', 'kedalamnya', 'perubahan', 'ahok', 'matanajwametrotv']"
393,negative,lembaga negara di indonesia bobrok semua,"['lembaga', 'negara', 'di', 'indonesia', 'bobrok', 'semua']",<FreqDist with 6 samples and 6 outcomes>,"['lembaga', 'negara', 'indonesia', 'bobrok']","['lembaga', 'negara', 'indonesia', 'bobrok']"
394,negative,org tolol dibilang di duga dia udh mencak yakin bgt jd tersangka,"['org', 'tolol', 'dibilang', 'di', 'duga', 'dia', 'udh', 'mencak', 'yakin', 'bgt', 'jd', 'tersangka']",<FreqDist with 12 samples and 12 outcomes>,"['tolol', 'dibilang', 'duga', 'udh', 'mencak', 'tersangka']","['tolol', 'dibilang', 'duga', 'udh', 'mencak', 'tersangka']"
395,negative,ini apa banget deh gw paling kesel klo orang pada debat pake emosi gini,"['ini', 'apa', 'banget', 'deh', 'gw', 'paling', 'kesel', 'klo', 'orang', 'pada', 'debat', 'pake', 'emosi', 'gini']",<FreqDist with 14 samples and 14 outcomes>,"['banget', 'kesel', 'debat', 'pake', 'emosi', 'gini']","['banget', 'kesel', 'debat', 'pake', 'emosi', 'gini']"
396,negative,orang miskin semakin miskin klo sekolah melakukan pungutan liar terus,"['orang', 'miskin', 'semakin', 'miskin', 'klo', 'sekolah', 'melakukan', 'pungutan', 'liar', 'terus']",<FreqDist with 9 samples and 10 outcomes>,"['miskin', 'miskin', 'sekolah', 'pungutan', 'liar']","['miskin', 'miskin', 'sekolah', 'pungutan', 'liar']"
397,negative,ga boleh emosi cepat tua nonton lihat bapak tiba ikut emosi bicara,"['ga', 'boleh', 'emosi', 'cepat', 'tua', 'nonton', 'lihat', 'bapak', 'tiba', 'ikut', 'emosi', 'bicara']",<FreqDist with 11 samples and 12 outcomes>,"['emosi', 'cepat', 'tua', 'nonton', 'emosi', 'bicara']","['emosi', 'cepat', 'tua', 'nonton', 'emosi', 'bicara']"
398,negative,dr penampilan saja kyk preman taunya bkin kisruh perusak,"['dr', 'penampilan', 'saja', 'kyk', 'preman', 'taunya', 'bkin', 'kisruh', 'perusak']",<FreqDist with 9 samples and 9 outcomes>,"['penampilan', 'kyk', 'preman', 'taunya', 'bkin', 'kisruh', 'perusak']","['penampilan', 'kyk', 'preman', 'taunya', 'bkin', 'kisruh', 'perusak']"
399,negative,jawab aja ga usah berbelitbelit muter ga jelas buang waktu ga mutu,"['jawab', 'aja', 'ga', 'usah', 'berbelitbelit', 'muter', 'ga', 'jelas', 'buang', 'waktu', 'ga', 'mutu']",<FreqDist with 10 samples and 12 outcomes>,"['berbelitbelit', 'muter', 'buang', 'mutu']","['berbelitbelit', 'muter', 'buang', 'mutu']"
